restaurant_id,restaurant_name,date,date_dt,year,month,day_of_week,is_weekend,is_holiday,holiday_name,covers,seasonality_factor,ingredient_id,ingredient_name,unit,unit_cost,inventory_start,qty_used,stockout_qty,inventory_end,on_order_qty,inventory_position,lead_time_days,avg_daily_usage_7d,avg_daily_usage_28d,avg_daily_usage_56d,projected_demand_leadtime,reorder_point,target_stock_level_S,restock_today_label,order_qty,num_menu_items_using,avg_qty_per_item,min_qty_per_item,max_qty_per_item,menu_items_list,units_sold_items_using_ing,revenue_items_using_ing,top_menu_item_by_ing_usage,top_menu_item_ing_qty_used,qty_in_grams,inventory_in_grams,inventory_start_grams,cost_per_gram,inventory_value,daily_cost,waste_cost,inventory_level
R001,Sample Bistro,2024-05-22,2024-05-22,2024,5,2,0,0,,264,1.2134680099910522,I25,Potatoes,g,0.002,50820.128,11280.0,0.0,39540.128,0.0,39540.128,1,10408.571,10719.286,10873.214,10719.286,14913.217,143544.646,0,0.0,2,190.0,180.0,200.0,French Fries | Steak Frites,60,779.4,French Fries,6480.0,11280.0,39540.128,50820.128,0.002,79.08025599999999,22.56,0.0,39540.128
R001,Sample Bistro,2024-05-22,2024-05-22,2024,5,2,0,0,,264,1.2134680099910522,I44,Sirloin Steak,g,0.022,30985.553,5760.0,0.0,25225.553,0.0,25225.553,4,4251.429,4354.286,4118.571,17417.143,21432.088,60620.659,0,0.0,1,240.0,240.0,240.0,Steak Frites,24,599.76,Steak Frites,5760.0,5760.0,25225.553,30985.553,0.022,554.9621659999999,126.72,0.0,25225.553
R001,Sample Bistro,2024-05-23,2024-05-23,2024,5,3,0,0,,244,1.2144594989880562,I01,Beef Patty,patty,1.9,356.258,27.0,0.0,329.258,0.0,329.258,4,40.0,35.786,36.411,143.143,180.758,574.401,0,0.0,1,1.0,1.0,1.0,Classic Burger,27,377.73,Classic Burger,27.0,4050.0,49388.7,53438.7,0.012666666666666666,625.5902,51.3,0.0,49388.7
R001,Sample Bistro,2024-05-23,2024-05-23,2024,5,3,0,0,,244,1.2144594989880562,I03,Brioche Bun,bun,0.45,328.214,45.0,0.0,283.214,0.0,283.214,3,69.143,69.857,69.571,209.571,251.942,1090.228,0,0.0,2,1.0,1.0,1.0,Chicken Sandwich | Classic Burger,45,602.55,Classic Burger,27.0,2250.0,14160.7,16410.7,0.009000000000000001,127.44630000000002,20.250000000000004,0.0,14160.7
R001,Sample Bistro,2024-05-23,2024-05-23,2024,5,3,0,0,,244,1.2144594989880562,I08,Pickles,g,0.006,8592.951,675.0,0.0,7917.951,0.0,7917.951,2,1037.143,1047.857,1043.571,2095.714,2830.863,18548.72,0,0.0,2,15.0,15.0,15.0,Chicken Sandwich | Classic Burger,45,602.55,Classic Burger,405.0,675.0,7917.951,8592.951,0.006,47.507706,4.05,0.0,7917.951
R001,Sample Bistro,2024-05-23,2024-05-23,2024,5,3,0,0,,244,1.2144594989880562,I09,House Sauce,g,0.008,2006.918,810.0,0.0,1196.918,11496.929,12693.846,4,1237.143,1226.786,1225.625,4907.143,6040.047,17081.119,0,0.0,2,17.5,15.0,20.0,Chicken Sandwich | Classic Burger,45,602.55,Classic Burger,540.0,810.0,1196.918,2006.918,0.008,9.575344,6.48,0.0,1196.918
R001,Sample Bistro,2024-05-23,2024-05-23,2024,5,3,0,0,,244,1.2144594989880562,I15,Pizza Dough,dough,0.85,262.019,18.0,0.0,244.019,0.0,244.019,5,32.571,31.179,31.071,155.893,182.894,557.037,0,0.0,1,1.0,1.0,1.0,Margherita Pizza,18,287.82,Margherita Pizza,18.0,5400.0,73205.7,78605.7,0.002833333333333333,207.41615,15.299999999999999,0.0,73205.7
R001,Sample Bistro,2024-05-23,2024-05-23,2024,5,3,0,0,,244,1.2144594989880562,I17,Mozzarella,g,0.013,20860.383,1980.0,0.0,18880.383,0.0,18880.383,3,3582.857,3429.643,3417.857,10288.929,12513.094,39950.237,0,0.0,1,110.0,110.0,110.0,Margherita Pizza,18,287.82,Margherita Pizza,1980.0,1980.0,18880.383,20860.383,0.013,245.44497900000002,25.74,0.0,18880.383
R001,Sample Bistro,2024-05-23,2024-05-23,2024,5,3,0,0,,244,1.2144594989880562,I20,White Fish,g,0.02,22925.9,3000.0,0.0,19925.9,35849.141,55775.041,6,4302.857,3977.143,3572.143,23862.857,30066.916,65861.202,0,0.0,1,120.0,120.0,120.0,Fish Tacos (3),25,362.25,Fish Tacos (3),3000.0,3000.0,19925.9,22925.9,0.02,398.51800000000003,60.0,0.0,19925.9
R001,Sample Bistro,2024-05-23,2024-05-23,2024,5,3,0,0,,244,1.2144594989880562,I22,Cabbage,g,0.004,3131.239,1450.0,0.0,1681.239,21063.959,22745.198,3,2162.857,2177.5,2019.732,6532.5,8628.808,28226.308,0,0.0,2,32.5,25.0,40.0,Chicken Sandwich | Fish Tacos (3),43,587.07,Fish Tacos (3),1000.0,1450.0,1681.239,3131.239,0.004,6.724956000000001,5.8,0.0,1681.239
R001,Sample Bistro,2024-05-23,2024-05-23,2024,5,3,0,0,,244,1.2144594989880562,I25,Potatoes,g,0.002,39540.128,7380.0,0.0,32160.128,0.0,32160.128,1,9711.429,10677.143,10783.571,10677.143,14936.301,143062.016,0,0.0,2,190.0,180.0,200.0,French Fries | Steak Frites,40,379.6,French Fries,5580.0,7380.0,32160.128,39540.128,0.002,64.320256,14.76,0.0,32160.128
R001,Sample Bistro,2024-05-23,2024-05-23,2024,5,3,0,0,,244,1.2144594989880562,I44,Sirloin Steak,g,0.022,25225.553,2160.0,0.0,23065.553,0.0,23065.553,4,3908.571,4311.429,4084.286,17245.714,21359.606,60162.463,0,0.0,1,240.0,240.0,240.0,Steak Frites,9,224.91,Steak Frites,2160.0,2160.0,23065.553,25225.553,0.022,507.442166,47.519999999999996,0.0,23065.553
R001,Sample Bistro,2024-05-24,2024-05-24,2024,5,4,0,0,,265,1.2154148395447255,I01,Beef Patty,patty,1.9,329.258,37.0,0.0,292.258,0.0,292.258,4,40.429,36.214,36.554,144.857,181.735,580.092,0,0.0,1,1.0,1.0,1.0,Classic Burger,37,517.63,Classic Burger,37.0,5550.0,43838.7,49388.7,0.012666666666666666,555.2901999999999,70.3,0.0,43838.7
R001,Sample Bistro,2024-05-24,2024-05-24,2024,5,4,0,0,,265,1.2154148395447255,I03,Brioche Bun,bun,0.45,283.214,64.0,0.0,219.214,0.0,219.214,3,70.857,70.214,69.661,210.643,252.563,1095.135,1,906.158,2,1.0,1.0,1.0,Chicken Sandwich | Classic Burger,64,854.86,Classic Burger,37.0,3200.0,10960.7,14160.7,0.009000000000000001,98.64630000000002,28.800000000000004,0.0,10960.7
R001,Sample Bistro,2024-05-24,2024-05-24,2024,5,4,0,0,,265,1.2154148395447255,I08,Pickles,g,0.006,7917.951,960.0,0.0,6957.951,0.0,6957.951,2,1062.857,1053.214,1044.911,2106.429,2833.764,18631.978,0,0.0,2,15.0,15.0,15.0,Chicken Sandwich | Classic Burger,64,854.86,Classic Burger,555.0,960.0,6957.951,7917.951,0.006,41.747706,5.76,0.0,6957.951
R001,Sample Bistro,2024-05-24,2024-05-24,2024,5,4,0,0,,265,1.2154148395447255,I09,House Sauce,g,0.008,12693.846,1145.0,0.0,11548.846,0.0,11548.846,4,1265.0,1234.286,1227.679,4937.143,6055.295,17163.866,0,0.0,2,17.5,15.0,20.0,Chicken Sandwich | Classic Burger,64,854.86,Classic Burger,740.0,1145.0,11548.846,12693.846,0.008,92.390768,9.16,0.0,11548.846
R001,Sample Bistro,2024-05-24,2024-05-24,2024,5,4,0,0,,265,1.2154148395447255,I15,Pizza Dough,dough,0.85,244.019,24.0,0.0,220.019,0.0,220.019,5,32.714,31.286,30.804,156.429,183.156,558.584,0,0.0,1,1.0,1.0,1.0,Margherita Pizza,24,383.76,Margherita Pizza,24.0,7200.0,66005.7,73205.7,0.002833333333333333,187.01614999999998,20.4,0.0,66005.7
R001,Sample Bistro,2024-05-24,2024-05-24,2024,5,4,0,0,,265,1.2154148395447255,I17,Mozzarella,g,0.013,18880.383,2640.0,0.0,16240.383,0.0,16240.383,3,3598.571,3441.429,3388.393,10324.286,12525.876,40057.304,0,0.0,1,110.0,110.0,110.0,Margherita Pizza,24,383.76,Margherita Pizza,2640.0,2640.0,16240.383,18880.383,0.013,211.124979,34.32,0.0,16240.383
R001,Sample Bistro,2024-05-24,2024-05-24,2024,5,4,0,0,,265,1.2154148395447255,I20,White Fish,g,0.02,19925.9,1920.0,0.0,18005.9,35849.141,53855.041,6,3942.857,3865.714,3580.714,23194.286,29518.979,64310.407,0,0.0,1,120.0,120.0,120.0,Fish Tacos (3),16,231.84,Fish Tacos (3),1920.0,1920.0,18005.9,19925.9,0.02,360.11800000000005,38.4,0.0,18005.9
R001,Sample Bistro,2024-05-24,2024-05-24,2024,5,4,0,0,,265,1.2154148395447255,I22,Cabbage,g,0.004,22745.198,1315.0,0.0,21430.198,0.0,21430.198,3,2075.0,2138.571,2021.25,6415.714,8557.762,27804.905,0,0.0,2,32.5,25.0,40.0,Chicken Sandwich | Fish Tacos (3),43,569.07,Chicken Sandwich,675.0,1315.0,21430.198,22745.198,0.004,85.720792,5.26,0.0,21430.198
R001,Sample Bistro,2024-05-24,2024-05-24,2024,5,4,0,0,,265,1.2154148395447255,I25,Potatoes,g,0.002,32160.128,10780.0,0.0,21380.128,0.0,21380.128,1,9685.714,10730.0,10721.071,10730.0,14969.367,143729.367,0,0.0,2,190.0,180.0,200.0,French Fries | Steak Frites,59,454.41,French Fries,9180.0,10780.0,21380.128,32160.128,0.002,42.760256000000005,21.56,0.0,21380.128
R001,Sample Bistro,2024-05-24,2024-05-24,2024,5,4,0,0,,265,1.2154148395447255,I44,Sirloin Steak,g,0.022,23065.553,1920.0,0.0,21145.553,0.0,21145.553,4,3908.571,4251.429,4028.571,17005.714,21249.927,59512.784,1,36171.882,1,240.0,240.0,240.0,Steak Frites,8,199.92,Steak Frites,1920.0,1920.0,21145.553,23065.553,0.022,465.202166,42.239999999999995,0.0,21145.553
R001,Sample Bistro,2024-05-25,2024-05-25,2024,5,5,1,0,,302,1.2163337901811788,I01,Beef Patty,patty,1.9,292.258,43.0,0.0,249.258,0.0,249.258,4,39.429,36.25,36.536,145.0,181.956,580.706,0,0.0,1,1.0,1.0,1.0,Classic Burger,43,601.57,Classic Burger,43.0,6450.0,37388.700000000004,43838.7,0.012666666666666666,473.59020000000004,81.7,0.0,37388.700000000004
R001,Sample Bistro,2024-05-25,2024-05-25,2024,5,5,1,0,,302,1.2163337901811788,I03,Brioche Bun,bun,0.45,219.214,73.0,0.0,146.214,906.158,1052.372,3,70.143,69.179,69.607,207.536,247.282,1077.425,0,0.0,2,1.0,1.0,1.0,Chicken Sandwich | Classic Burger,73,976.27,Classic Burger,43.0,3650.0,7310.7,10960.7,0.009000000000000001,65.7963,32.85,0.0,7310.7
R001,Sample Bistro,2024-05-25,2024-05-25,2024,5,5,1,0,,302,1.2163337901811788,I08,Pickles,g,0.006,6957.951,1095.0,0.0,5862.951,0.0,5862.951,2,1052.143,1037.679,1044.107,2075.357,2764.965,18330.144,0,0.0,2,15.0,15.0,15.0,Chicken Sandwich | Classic Burger,73,976.27,Classic Burger,645.0,1095.0,5862.951,6957.951,0.006,35.177706,6.57,0.0,5862.951
R001,Sample Bistro,2024-05-25,2024-05-25,2024,5,5,1,0,,302,1.2163337901811788,I09,House Sauce,g,0.008,11548.846,1310.0,0.0,10238.846,0.0,10238.846,4,1249.286,1218.929,1226.786,4875.714,5945.186,16915.544,0,0.0,2,17.5,15.0,20.0,Chicken Sandwich | Classic Burger,73,976.27,Classic Burger,860.0,1310.0,10238.846,11548.846,0.008,81.910768,10.48,0.0,10238.846
R001,Sample Bistro,2024-05-25,2024-05-25,2024,5,5,1,0,,302,1.2163337901811788,I15,Pizza Dough,dough,0.85,220.019,44.0,0.0,176.019,0.0,176.019,5,33.143,32.0,31.0,160.0,187.219,571.219,1,424.711,1,1.0,1.0,1.0,Margherita Pizza,44,703.56,Margherita Pizza,44.0,13200.0,52805.700000000004,66005.7,0.002833333333333333,149.61615,37.4,0.0,52805.700000000004
R001,Sample Bistro,2024-05-25,2024-05-25,2024,5,5,1,0,,302,1.2163337901811788,I17,Mozzarella,g,0.013,16240.383,4840.0,0.0,11400.383,0.0,11400.383,3,3645.714,3520.0,3410.0,10560.0,12802.052,40962.052,1,31924.012,1,110.0,110.0,110.0,Margherita Pizza,44,703.56,Margherita Pizza,4840.0,4840.0,11400.383,16240.383,0.013,148.20497899999998,62.919999999999995,0.0,11400.383
R001,Sample Bistro,2024-05-25,2024-05-25,2024,5,5,1,0,,302,1.2163337901811788,I20,White Fish,g,0.02,18005.9,4920.0,0.0,13085.9,35849.141,48935.041,6,4045.714,3780.0,3578.571,22680.0,28506.804,62526.804,0,0.0,1,120.0,120.0,120.0,Fish Tacos (3),41,594.09,Fish Tacos (3),4920.0,4920.0,13085.9,18005.9,0.02,261.718,98.4,0.0,13085.9
R001,Sample Bistro,2024-05-25,2024-05-25,2024,5,5,1,0,,302,1.2163337901811788,I22,Cabbage,g,0.004,21430.198,2390.0,0.0,19040.198,0.0,19040.198,3,2116.429,2083.214,2019.643,6249.643,8150.526,26899.455,0,0.0,2,32.5,25.0,40.0,Chicken Sandwich | Fish Tacos (3),71,968.79,Fish Tacos (3),1640.0,2390.0,19040.198,21430.198,0.004,76.160792,9.56,0.0,19040.198
R001,Sample Bistro,2024-05-25,2024-05-25,2024,5,5,1,0,,302,1.2163337901811788,I25,Potatoes,g,0.002,21380.128,10760.0,0.0,10620.128,0.0,10620.128,1,9945.714,10577.857,10657.5,10577.857,14620.229,141554.514,1,136120.74,2,190.0,180.0,200.0,French Fries | Steak Frites,57,784.43,French Fries,5760.0,10760.0,10620.128,21380.128,0.002,21.240256000000002,21.52,0.0,10620.128
R001,Sample Bistro,2024-05-25,2024-05-25,2024,5,5,1,0,,302,1.2163337901811788,I44,Sirloin Steak,g,0.022,21145.553,6000.0,0.0,15145.553,36171.882,51317.435,4,3942.857,4277.143,4037.143,17108.571,21402.223,59896.509,0,0.0,1,240.0,240.0,240.0,Steak Frites,25,624.75,Steak Frites,6000.0,6000.0,15145.553,21145.553,0.022,333.202166,132.0,0.0,15145.553
R001,Sample Bistro,2024-05-26,2024-05-26,2024,5,6,1,0,,337,1.2172161201139995,I01,Beef Patty,patty,1.9,249.258,63.0,0.0,186.258,0.0,186.258,4,43.0,36.571,36.893,146.286,185.625,587.911,0,0.0,1,1.0,1.0,1.0,Classic Burger,63,881.37,Classic Burger,63.0,9450.0,27938.7,37388.700000000004,0.012666666666666666,353.8902,119.7,0.0,27938.7
R001,Sample Bistro,2024-05-26,2024-05-26,2024,5,6,1,0,,337,1.2172161201139995,I03,Brioche Bun,bun,0.45,146.214,88.0,0.0,58.214,906.158,964.372,3,74.571,68.679,69.768,206.036,244.17,1068.313,0,0.0,2,1.0,1.0,1.0,Chicken Sandwich | Classic Burger,88,1193.62,Classic Burger,63.0,4400.0,2910.7,7310.7,0.009000000000000001,26.1963,39.6,0.0,2910.7
R001,Sample Bistro,2024-05-26,2024-05-26,2024,5,6,1,0,,337,1.2172161201139995,I08,Pickles,g,0.006,5862.951,1320.0,0.0,4542.951,0.0,4542.951,2,1118.571,1030.179,1046.518,2060.357,2721.997,18174.676,0,0.0,2,15.0,15.0,15.0,Chicken Sandwich | Classic Burger,88,1193.62,Classic Burger,945.0,1320.0,4542.951,5862.951,0.006,27.257706000000002,7.92,0.0,4542.951
R001,Sample Bistro,2024-05-26,2024-05-26,2024,5,6,1,0,,337,1.2172161201139995,I09,House Sauce,g,0.008,10238.846,1635.0,0.0,8603.846,0.0,8603.846,4,1333.571,1213.036,1230.982,4852.143,5889.008,16806.33,0,0.0,2,17.5,15.0,20.0,Chicken Sandwich | Classic Burger,88,1193.62,Classic Burger,1260.0,1635.0,8603.846,10238.846,0.008,68.83076799999999,13.08,0.0,8603.846
R001,Sample Bistro,2024-05-26,2024-05-26,2024,5,6,1,0,,337,1.2172161201139995,I15,Pizza Dough,dough,0.85,176.019,52.0,0.0,124.019,424.711,548.73,5,36.857,31.929,31.357,159.643,186.423,569.566,0,0.0,1,1.0,1.0,1.0,Margherita Pizza,52,831.48,Margherita Pizza,52.0,15600.0,37205.700000000004,52805.700000000004,0.002833333333333333,105.41615,44.199999999999996,0.0,37205.700000000004
R001,Sample Bistro,2024-05-26,2024-05-26,2024,5,6,1,0,,337,1.2172161201139995,I17,Mozzarella,g,0.013,11400.383,5720.0,0.0,5680.383,31924.012,37604.395,3,4054.286,3512.143,3449.286,10536.429,12742.407,40839.55,0,0.0,1,110.0,110.0,110.0,Margherita Pizza,52,831.48,Margherita Pizza,5720.0,5720.0,5680.383,11400.383,0.013,73.844979,74.36,0.0,5680.383
R001,Sample Bistro,2024-05-26,2024-05-26,2024,5,6,1,0,,337,1.2172161201139995,I20,White Fish,g,0.02,13085.9,3720.0,0.0,9365.9,35849.141,45215.041,6,3737.143,3758.571,3563.571,22551.429,28364.05,62191.193,0,0.0,1,120.0,120.0,120.0,Fish Tacos (3),31,449.19,Fish Tacos (3),3720.0,3720.0,9365.9,13085.9,0.02,187.31799999999998,74.4,0.0,9365.9
R001,Sample Bistro,2024-05-26,2024-05-26,2024,5,6,1,0,,337,1.2172161201139995,I22,Cabbage,g,0.004,19040.198,1865.0,0.0,17175.198,0.0,17175.198,3,2035.0,2055.536,2009.732,6166.607,8045.081,26544.903,0,0.0,2,32.5,25.0,40.0,Chicken Sandwich | Fish Tacos (3),56,761.44,Fish Tacos (3),1240.0,1865.0,17175.198,19040.198,0.004,68.700792,7.46,0.0,17175.198
R001,Sample Bistro,2024-05-26,2024-05-26,2024,5,6,1,0,,337,1.2172161201139995,I25,Potatoes,g,0.002,146740.868,16600.0,0.0,130140.868,0.0,130140.868,1,11185.714,10907.143,10830.0,10907.143,15186.244,146071.958,0,0.0,2,190.0,180.0,200.0,French Fries | Steak Frites,91,674.09,French Fries,14400.0,16600.0,130140.868,146740.868,0.002,260.281736,33.2,0.0,130140.868
R001,Sample Bistro,2024-05-26,2024-05-26,2024,5,6,1,0,,337,1.2172161201139995,I44,Sirloin Steak,g,0.022,15145.553,2640.0,0.0,12505.553,36171.882,48677.435,4,4011.429,4294.286,4024.286,17177.143,21425.639,60074.21,0,0.0,1,240.0,240.0,240.0,Steak Frites,11,274.89,Steak Frites,2640.0,2640.0,12505.553,15145.553,0.022,275.122166,58.08,0.0,12505.553
R001,Sample Bistro,2024-05-27,2024-05-27,2024,5,0,0,1,Memorial Day,400,1.218061609328116,I01,Beef Patty,patty,1.9,186.258,39.0,0.0,147.258,0.0,147.258,4,43.0,36.714,37.089,146.857,186.214,590.071,1,424.203,1,1.0,1.0,1.0,Classic Burger,39,545.61,Classic Burger,39.0,5850.0,22088.7,27938.7,0.012666666666666666,279.7902,74.1,0.0,22088.7
R001,Sample Bistro,2024-05-27,2024-05-27,2024,5,0,0,1,Memorial Day,400,1.218061609328116,I03,Brioche Bun,bun,0.45,964.372,85.0,0.0,879.372,0.0,879.372,3,77.714,69.393,70.196,208.179,246.847,1079.561,0,0.0,2,1.0,1.0,1.0,Chicken Sandwich | Classic Burger,85,1120.15,Chicken Sandwich,46.0,4250.0,43968.6,48218.6,0.009000000000000001,395.71740000000005,38.25000000000001,0.0,43968.6
R001,Sample Bistro,2024-05-27,2024-05-27,2024,5,0,0,1,Memorial Day,400,1.218061609328116,I08,Pickles,g,0.006,4542.951,1275.0,0.0,3267.951,0.0,3267.951,2,1165.714,1040.893,1052.946,2081.786,2752.694,18366.087,0,0.0,2,15.0,15.0,15.0,Chicken Sandwich | Classic Burger,85,1120.15,Chicken Sandwich,690.0,1275.0,3267.951,4542.951,0.006,19.607706,7.65,0.0,3267.951
R001,Sample Bistro,2024-05-27,2024-05-27,2024,5,0,0,1,Memorial Day,400,1.218061609328116,I09,House Sauce,g,0.008,8603.846,1470.0,0.0,7133.846,0.0,7133.846,4,1380.714,1224.464,1238.393,4897.857,5946.344,16966.523,0,0.0,2,17.5,15.0,20.0,Chicken Sandwich | Classic Burger,85,1120.15,Classic Burger,780.0,1470.0,7133.846,8603.846,0.008,57.070768,11.76,0.0,7133.846
R001,Sample Bistro,2024-05-27,2024-05-27,2024,5,0,0,1,Memorial Day,400,1.218061609328116,I15,Pizza Dough,dough,0.85,124.019,14.0,0.0,110.019,424.711,534.73,5,34.429,31.357,30.821,156.786,185.139,561.425,0,0.0,1,1.0,1.0,1.0,Margherita Pizza,14,223.86,Margherita Pizza,14.0,4200.0,33005.700000000004,37205.700000000004,0.002833333333333333,93.51615000000001,11.899999999999999,0.0,33005.700000000004
R001,Sample Bistro,2024-05-27,2024-05-27,2024,5,0,0,1,Memorial Day,400,1.218061609328116,I17,Mozzarella,g,0.013,5680.383,1540.0,0.0,4140.383,31924.012,36064.395,3,3787.143,3449.286,3390.357,10347.857,12683.404,40277.69,0,0.0,1,110.0,110.0,110.0,Margherita Pizza,14,223.86,Margherita Pizza,1540.0,1540.0,4140.383,5680.383,0.013,53.82497899999999,20.02,0.0,4140.383
R001,Sample Bistro,2024-05-27,2024-05-27,2024,5,0,0,1,Memorial Day,400,1.218061609328116,I20,White Fish,g,0.02,45215.041,4200.0,0.0,41015.041,0.0,41015.041,6,3788.571,3818.571,3580.714,22911.429,28655.682,63022.824,0,0.0,1,120.0,120.0,120.0,Fish Tacos (3),35,507.15,Fish Tacos (3),4200.0,4200.0,41015.041,45215.041,0.02,820.3008199999999,84.0,0.0,41015.041
R001,Sample Bistro,2024-05-27,2024-05-27,2024,5,0,0,1,Memorial Day,400,1.218061609328116,I22,Cabbage,g,0.004,17175.198,2550.0,0.0,14625.198,0.0,14625.198,3,2130.714,2089.821,2021.25,6269.464,8147.53,26955.923,0,0.0,2,32.5,25.0,40.0,Chicken Sandwich | Fish Tacos (3),81,1081.69,Fish Tacos (3),1400.0,2550.0,14625.198,17175.198,0.004,58.500792000000004,10.200000000000001,0.0,14625.198
R001,Sample Bistro,2024-05-27,2024-05-27,2024,5,0,0,1,Memorial Day,400,1.218061609328116,I25,Potatoes,g,0.002,130140.868,16100.0,0.0,114040.868,0.0,114040.868,1,12008.571,11129.286,10833.929,11129.286,15647.167,149198.596,0,0.0,2,190.0,180.0,200.0,French Fries | Steak Frites,86,1049.14,French Fries,9900.0,16100.0,114040.868,130140.868,0.002,228.081736,32.2,0.0,114040.868
R001,Sample Bistro,2024-05-27,2024-05-27,2024,5,0,0,1,Memorial Day,400,1.218061609328116,I44,Sirloin Steak,g,0.022,12505.553,7440.0,0.0,5065.553,36171.882,41237.435,4,4628.571,4414.286,4071.429,17657.143,22136.261,61864.833,0,0.0,1,240.0,240.0,240.0,Steak Frites,31,774.69,Steak Frites,7440.0,7440.0,5065.553,12505.553,0.022,111.44216599999999,163.67999999999998,0.0,5065.553
R001,Sample Bistro,2024-05-28,2024-05-28,2024,5,1,0,0,,254,1.2188700486455113,I01,Beef Patty,patty,1.9,147.258,18.0,0.0,129.258,424.203,553.462,4,38.714,36.536,36.964,146.143,186.426,588.318,0,0.0,1,1.0,1.0,1.0,Classic Burger,18,251.82,Classic Burger,18.0,2700.0,19388.7,22088.7,0.012666666666666666,245.5902,34.199999999999996,0.0,19388.7
R001,Sample Bistro,2024-05-28,2024-05-28,2024,5,1,0,0,,254,1.2188700486455113,I03,Brioche Bun,bun,0.45,879.372,34.0,0.0,845.372,0.0,845.372,3,69.571,68.643,70.125,205.929,246.823,1070.537,0,0.0,2,1.0,1.0,1.0,Chicken Sandwich | Classic Burger,34,451.66,Classic Burger,18.0,1700.0,42268.6,43968.6,0.009000000000000001,380.41740000000004,15.300000000000002,0.0,42268.6
R001,Sample Bistro,2024-05-28,2024-05-28,2024,5,1,0,0,,254,1.2188700486455113,I08,Pickles,g,0.006,3267.951,510.0,0.0,2757.951,0.0,2757.951,2,1043.571,1029.643,1051.875,2059.286,2768.812,18213.455,1,15395.021,2,15.0,15.0,15.0,Chicken Sandwich | Classic Burger,34,451.66,Classic Burger,270.0,510.0,2757.951,3267.951,0.006,16.547706,3.06,0.0,2757.951
R001,Sample Bistro,2024-05-28,2024-05-28,2024,5,1,0,0,,254,1.2188700486455113,I09,House Sauce,g,0.008,7133.846,600.0,0.0,6533.846,0.0,6533.846,4,1237.143,1212.321,1236.696,4849.286,5956.47,16867.363,0,0.0,2,17.5,15.0,20.0,Chicken Sandwich | Classic Burger,34,451.66,Classic Burger,360.0,600.0,6533.846,7133.846,0.008,52.270768,4.8,0.0,6533.846
R001,Sample Bistro,2024-05-28,2024-05-28,2024,5,1,0,0,,254,1.2188700486455113,I15,Pizza Dough,dough,0.85,110.019,22.0,0.0,88.019,424.711,512.73,5,29.429,30.857,30.732,154.286,182.93,553.216,0,0.0,1,1.0,1.0,1.0,Margherita Pizza,22,351.78,Margherita Pizza,22.0,6600.0,26405.7,33005.700000000004,0.002833333333333333,74.81615,18.7,0.0,26405.7
R001,Sample Bistro,2024-05-28,2024-05-28,2024,5,1,0,0,,254,1.2188700486455113,I17,Mozzarella,g,0.013,36064.395,2420.0,0.0,33644.395,0.0,33644.395,3,3237.143,3394.286,3380.536,10182.857,12542.368,39696.654,0,0.0,1,110.0,110.0,110.0,Margherita Pizza,22,351.78,Margherita Pizza,2420.0,2420.0,33644.395,36064.395,0.013,437.37713499999995,31.459999999999997,0.0,33644.395
R001,Sample Bistro,2024-05-28,2024-05-28,2024,5,1,0,0,,254,1.2188700486455113,I20,White Fish,g,0.02,41015.041,3840.0,0.0,37175.041,0.0,37175.041,6,3582.857,3852.857,3610.714,23117.143,28817.606,63493.32,0,0.0,1,120.0,120.0,120.0,Fish Tacos (3),32,463.68,Fish Tacos (3),3840.0,3840.0,37175.041,41015.041,0.02,743.50082,76.8,0.0,37175.041
R001,Sample Bistro,2024-05-28,2024-05-28,2024,5,1,0,0,,254,1.2188700486455113,I22,Cabbage,g,0.004,14625.198,1680.0,0.0,12945.198,0.0,12945.198,3,1965.714,2086.964,2032.589,6260.893,8143.635,26926.314,0,0.0,2,32.5,25.0,40.0,Chicken Sandwich | Fish Tacos (3),48,663.52,Fish Tacos (3),1280.0,1680.0,12945.198,14625.198,0.004,51.780792000000005,6.72,0.0,12945.198
R001,Sample Bistro,2024-05-28,2024-05-28,2024,5,1,0,0,,254,1.2188700486455113,I25,Potatoes,g,0.002,114040.868,11320.0,0.0,102720.868,0.0,102720.868,1,12031.429,11067.143,10863.571,11067.143,15548.871,148354.585,0,0.0,2,190.0,180.0,200.0,French Fries | Steak Frites,62,469.38,French Fries,9720.0,11320.0,102720.868,114040.868,0.002,205.44173600000002,22.64,0.0,102720.868
R001,Sample Bistro,2024-05-28,2024-05-28,2024,5,1,0,0,,254,1.2188700486455113,I44,Sirloin Steak,g,0.022,41237.435,1920.0,0.0,39317.435,0.0,39317.435,4,3977.143,4285.714,4041.429,17142.857,21728.596,60300.025,0,0.0,1,240.0,240.0,240.0,Steak Frites,8,199.92,Steak Frites,1920.0,1920.0,39317.435,41237.435,0.022,864.9835699999999,42.239999999999995,0.0,39317.435
R001,Sample Bistro,2024-05-29,2024-05-29,2024,5,2,0,0,,272,1.2196412397907463,I01,Beef Patty,patty,1.9,129.258,35.0,0.0,94.258,424.203,518.462,4,37.429,36.536,37.25,146.143,186.426,588.318,0,0.0,1,1.0,1.0,1.0,Classic Burger,35,489.65,Classic Burger,35.0,5250.0,14138.699999999999,19388.7,0.012666666666666666,179.09019999999998,66.5,0.0,14138.699999999999
